forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
managed pine production forest,current_40_year,13,115.7486,58.2775,0.0,0.0,638.0956
managed pine production forest,current_40_year,14,117.7326,58.2973,0.0,0.0,645.443
managed pine production forest,current_40_year,15,119.6864,58.3169,0.0,0.0,652.6785
managed pine production forest,current_40_year,16,121.6086,58.3361,0.0,0.0,659.7973
managed pine production forest,current_40_year,17,123.4982,58.355,0.0,0.0,666.7951
managed pine production forest,current_40_year,18,125.3541,58.3735,0.0,0.0,673.668
managed pine production forest,current_40_year,19,127.1753,58.3918,0.0,0.0,680.4126
managed pine production forest,current_40_year,20,128.961,58.4096,0.0,0.0,687.0257
managed pine production forest,current_40_year,21,130.7106,58.4271,0.0,0.0,693.5048
managed pine production forest,current_40_year,22,132.4233,58.4442,0.0,0.0,699.8478
managed pine production forest,current_40_year,23,134.0988,58.461,0.0,0.0,706.0527
managed pine production forest,current_40_year,24,135.7367,58.4774,0.0,0.0,712.1182
managed pine production forest,current_40_year,25,137.3366,58.4934,0.0,0.0,718.0433
managed pine production forest,current_40_year,26,138.8985,58.509,0.0,0.0,723.8273
managed pine production forest,current_40_year,27,140.4221,58.5242,0.0,0.0,729.4698
managed pine production forest,current_40_year,28,141.9076,58.5391,0.0,0.0,734.971
managed pine production forest,current_40_year,29,143.3549,58.5535,0.0,0.0,740.331
managed pine production forest,current_40_year,30,144.7643,58.5676,0.0,0.0,745.5504
managed pine production forest,current_40_year,31,146.1359,58.5814,0.0,0.0,750.63
managed pine production forest,current_40_year,32,147.4701,58.5947,0.0,0.0,755.5711
managed pine production forest,current_40_year,33,148.7673,58.6077,0.0,0.0,760.3748
managed pine production forest,current_40_year,34,150.0277,58.6203,0.0,0.0,765.0426
managed pine production forest,current_40_year,35,151.2519,58.6325,0.0,0.0,769.5763
managed pine production forest,current_40_year,36,152.4404,58.6444,0.0,0.0,773.9778
managed pine production forest,current_40_year,37,153.5938,58.6559,0.0,0.0,778.249
managed pine production forest,current_40_year,38,154.7125,58.6671,0.0,0.0,782.3921
managed pine production forest,current_40_year,39,155.7973,58.678,0.0,0.0,786.4094
managed pine production forest,current_40_year,40,156.8488,58.6885,0.0,0.0,790.3033
managed pine production forest,current_40_year,41,78.9338,60.4352,71.0404,11.1533,812.3968
managed pine production forest,current_40_year,42,80.7197,60.4531,68.4107,10.9541,808.6375
managed pine production forest,current_40_year,43,82.5069,60.471,66.0622,10.7654,805.9534
managed pine production forest,current_40_year,44,84.294,60.4888,63.9531,10.5861,804.1809
managed pine production forest,current_40_year,45,86.0795,60.5067,62.0482,10.415,803.1814
managed pine production forest,current_40_year,46,87.8622,60.5245,60.3177,10.2513,802.8375
managed pine production forest,current_40_year,47,89.6406,60.5423,58.7366,10.094,803.049
managed pine production forest,current_40_year,48,91.4134,60.56,57.2836,9.9425,803.7311
managed pine production forest,current_40_year,49,93.1792,60.5777,55.9409,9.7962,804.8114
managed pine production forest,current_40_year,50,94.9369,60.5953,54.6936,9.6546,806.228
managed pine production forest,current_40_year,51,96.6851,60.6127,53.5287,9.5174,807.928
managed pine production forest,current_40_year,52,98.4227,60.6301,52.4357,9.3841,809.8662
managed pine production forest,current_40_year,53,100.1485,60.6474,51.4053,9.2545,812.0037
managed pine production forest,current_40_year,54,101.8613,60.6645,50.4298,9.1281,814.3071
managed pine production forest,current_40_year,55,103.5601,60.6815,49.5027,9.005,816.7475
managed pine production forest,current_40_year,56,105.2439,60.6983,48.6185,8.8847,819.3
managed pine production forest,current_40_year,57,106.9117,60.715,47.7724,8.7672,821.943
managed pine production forest,current_40_year,58,108.5626,60.7315,46.9603,8.6522,824.6578
managed pine production forest,current_40_year,59,110.1956,60.7478,46.179,8.5398,827.428
managed pine production forest,current_40_year,60,111.81,60.764,45.4253,8.4296,830.2393
managed pine production forest,current_40_year,61,113.405,60.7799,44.6969,8.3216,833.0794
managed pine production forest,current_40_year,62,114.9799,60.7957,43.9915,8.2158,835.9373
managed pine production forest,current_40_year,63,116.5341,60.8112,43.3072,8.112,838.8034
managed pine production forest,current_40_year,64,118.0668,60.8265,42.6426,8.0102,841.6693
managed pine production forest,current_40_year,65,119.5776,60.8417,41.9962,7.9102,844.5276
managed pine production forest,current_40_year,66,121.066,60.8565,41.3667,7.8121,847.3717
managed pine production forest,current_40_year,67,122.5315,60.8712,40.7531,7.7157,850.1959
managed pine production forest,current_40_year,68,123.9738,60.8856,40.1546,7.6211,852.9952
managed pine production forest,current_40_year,69,125.3924,60.8998,39.5702,7.5281,855.765
managed pine production forest,current_40_year,70,126.7871,60.9138,38.9992,7.4367,858.5014
managed pine production forest,current_40_year,71,128.1577,60.9275,38.441,7.3468,861.201
managed pine production forest,current_40_year,72,129.5039,60.9409,37.8951,7.2585,863.8607
managed pine production forest,current_40_year,73,130.8256,60.9541,37.3608,7.1716,866.4779
managed pine production forest,current_40_year,74,132.1226,60.9671,36.8378,7.0862,869.0503
managed pine production forest,current_40_year,75,133.3949,60.9798,36.3256,7.0022,871.5759
managed pine production forest,current_40_year,76,134.6425,60.9923,35.8237,6.9196,874.053
managed pine production forest,current_40_year,77,135.8654,61.0045,35.3319,6.8383,876.4803
managed pine production forest,current_40_year,78,137.0635,61.0165,34.8498,6.7583,878.8564
managed pine production forest,current_40_year,79,138.237,61.0283,34.3772,6.6795,881.1805
managed pine production forest,current_40_year,80,139.3859,61.0397,33.9136,6.6021,883.4517
managed pine production forest,current_40_year,81,70.2552,62.5966,96.6886,16.4529,901.9756
managed pine production forest,current_40_year,82,71.6193,62.6102,93.9019,16.2005,895.8835
managed pine production forest,current_40_year,83,72.9848,62.6239,91.3738,15.9587,890.7845
managed pine production forest,current_40_year,84,74.3511,62.6376,89.067,15.7263,886.5342
managed pine production forest,current_40_year,85,75.7175,62.6512,86.9498,15.5024,883.0103
managed pine production forest,current_40_year,86,77.0832,62.6649,84.9956,15.2861,880.1092
managed pine production forest,current_40_year,87,78.4475,62.6785,83.1817,15.0766,877.7429
managed pine production forest,current_40_year,88,79.8098,62.6921,81.4893,14.8734,875.837
managed pine production forest,current_40_year,89,81.1693,62.7057,79.9023,14.6758,874.3279
managed pine production forest,current_40_year,90,82.5253,62.7193,78.4069,14.4834,873.1617
managed pine production forest,current_40_year,91,83.8773,62.7328,76.9919,14.2959,872.2922
managed pine production forest,current_40_year,92,85.2245,62.7463,75.6474,14.1128,871.68
managed pine production forest,current_40_year,93,86.5663,62.7597,74.3651,13.9339,871.2915
managed pine production forest,current_40_year,94,87.9021,62.7731,73.138,13.7589,871.0975
managed pine production forest,current_40_year,95,89.2313,62.7864,71.9602,13.5876,871.0732
managed pine production forest,current_40_year,96,90.5533,62.7996,70.8266,13.4198,871.197
managed pine production forest,current_40_year,97,91.8675,62.8127,69.7328,13.2553,871.4502
managed pine production forest,current_40_year,98,93.1734,62.8258,68.6751,13.0939,871.8167
managed pine production forest,current_40_year,99,94.4705,62.8388,67.6503,12.9356,872.2822
managed pine production forest,current_40_year,100,95.7583,62.8516,66.6557,12.7801,872.8345
managed pine production forest,short_30_year,0,88.0,58.0,0.0,0.0,535.3333
managed pine production forest,short_30_year,1,90.2094,58.0221,0.0,0.0,543.5153
managed pine production forest,short_30_year,2,92.4148,58.0441,0.0,0.0,551.6827
managed pine production forest,short_30_year,3,94.6137,58.0661,0.0,0.0,559.8262
managed pine production forest,short_30_year,4,96.8039,58.088,0.0,0.0,567.9369
managed pine production forest,short_30_year,5,98.9827,58.1098,0.0,0.0,576.006
managed pine production forest,short_30_year,6,101.148,58.1315,0.0,0.0,584.0248
managed pine production forest,short_30_year,7,103.2975,58.153,0.0,0.0,591.9851
managed pine production forest,short_30_year,8,105.429,58.1743,0.0,0.0,599.8789
managed pine production forest,short_30_year,9,107.5406,58.1954,0.0,0.0,607.6986
managed pine production forest,short_30_year,10,109.6301,58.2163,0.0,0.0,615.4368
managed pine production forest,short_30_year,11,111.6958,58.237,0.0,0.0,623.0866
managed pine production forest,short_30_year,12,113.7358,58.2574,0.0,0.0,630.6416
managed pine production forest,short_30_year,13,115.7486,58.2775,0.0,0.0,638.0956
managed pine production forest,short_30_year,14,117.7326,58.2973,0.0,0.0,645.443
managed pine production forest,short_30_year,15,119.6864,58.3169,0.0,0.0,652.6785
managed pine production forest,short_30_year,16,121.6086,58.3361,0.0,0.0,659.7973
managed pine production forest,short_30_year,17,123.4982,58.355,0.0,0.0,666.7951
managed pine production forest,short_30_year,18,125.3541,58.3735,0.0,0.0,673.668
managed pine production forest,short_30_year,19,127.1753,58.3918,0.0,0.0,680.4126
managed pine production forest,short_30_year,20,128.961,58.4096,0.0,0.0,687.0257
managed pine production forest,short_30_year,21,130.7106,58.4271,0.0,0.0,693.5048
managed pine production forest,short_30_year,22,132.4233,58.4442,0.0,0.0,699.8478
managed pine production forest,short_30_year,23,134.0988,58.461,0.0,0.0,706.0527
managed pine production forest,short_30_year,24,135.7367,58.4774,0.0,0.0,712.1182
managed pine production forest,short_30_year,25,137.3366,58.4934,0.0,0.0,718.0433
managed pine production forest,short_30_year,26,138.8985,58.509,0.0,0.0,723.8273
managed pine production forest,short_30_year,27,140.4221,58.5242,0.0,0.0,729.4698
managed pine production forest,short_30_year,28,141.9076,58.5391,0.0,0.0,734.971
managed pine production forest,short_30_year,29,143.3549,58.5535,0.0,0.0,740.331
managed pine production forest,short_30_year,30,144.7643,58.5676,0.0,0.0,745.5504
managed pine production forest,short_30_year,31,61.3771,60.4461,74.5878,10.6288,759.1455
managed pine production forest,short_30_year,32,63.072,60.463,71.1091,10.4035,751.8412
managed pine production forest,short_30_year,33,64.782,60.4801,68.0405,10.1928,746.15
managed pine production forest,short_30_year,34,66.5058,60.4973,65.3199,9.995,741.8327
managed pine production forest,short_30_year,35,68.2422,60.5147,62.8949,9.8082,738.6868
managed pine production forest,short_30_year,36,69.9897,60.5322,60.7217,9.6312,736.5409
managed pine production forest,short_30_year,37,71.7471,60.5498,58.763,9.4628,735.2497
managed pine production forest,short_30_year,38,73.5128,60.5674,56.9876,9.302,734.6896
managed pine production forest,short_30_year,39,75.2856,60.5851,55.3692,9.148,734.7559
managed pine production forest,short_30_year,40,77.064,60.6029,53.8855,9.0,735.3589
managed pine production forest,short_30_year,41,78.8466,60.6207,52.5177,8.8575,736.4226
managed pine production forest,short_30_year,42,80.632,60.6386,51.25,8.7198,737.8814
managed pine production forest,short_30_year,43,82.4187,60.6565,50.069,8.5866,739.6795
managed pine production forest,short_30_year,44,84.2054,60.6743,48.9633,8.4575,741.7687
managed pine production forest,short_30_year,45,85.9906,60.6922,47.9234,8.3322,744.1073
managed pine production forest,short_30_year,46,87.7729,60.71,46.9412,8.2103,746.6596
managed pine production forest,short_30_year,47,89.5511,60.7278,46.0097,8.0917,749.3943
managed pine production forest,short_30_year,48,91.3237,60.7455,45.1231,7.976,752.2841
managed pine production forest,short_30_year,49,93.0895,60.7632,44.2765,7.8632,755.3054
managed pine production forest,short_30_year,50,94.8471,60.7808,43.4656,7.753,758.4372
managed pine production forest,short_30_year,51,96.5954,60.7982,42.6868,7.6453,761.6611
managed pine production forest,short_30_year,52,98.3331,60.8156,41.937,7.5401,764.9609
managed pine production forest,short_30_year,53,100.059,60.8329,41.2135,7.437,768.3222
managed pine production forest,short_30_year,54,101.772,60.85,40.5141,7.3362,771.732
managed pine production forest,short_30_year,55,103.4711,60.867,39.8369,7.2374,775.1789
managed pine production forest,short_30_year,56,105.1553,60.8838,39.1801,7.1406,778.6525
managed pine production forest,short_30_year,57,106.8234,60.9005,38.5422,7.0458,782.1436
managed pine production forest,short_30_year,58,108.4747,60.917,37.922,6.9527,785.6437
managed pine production forest,short_30_year,59,110.1082,60.9334,37.3183,6.8615,789.1453
managed pine production forest,short_30_year,60,111.7232,60.9495,36.7303,6.772,792.6415
managed pine production forest,short_30_year,61,47.5939,62.4114,93.9948,14.926,802.7293
managed pine production forest,short_30_year,62,48.838,62.4239,90.738,14.6651,794.438
managed pine production forest,short_30_year,63,50.096,62.4364,87.8123,14.4171,787.4604
managed pine production forest,short_30_year,64,51.3675,62.4492,85.1692,14.1806,781.61
managed pine production forest,short_30_year,65,52.6517,62.462,82.7674,13.9542,776.7292
managed pine production forest,short_30_year,66,53.9481,62.475,80.5724,13.7367,772.6846
managed pine production forest,short_30_year,67,55.256,62.488,78.5549,13.5274,769.3633
managed pine production forest,short_30_year,68,56.5747,62.5012,76.6904,13.3253,766.6693
managed pine production forest,short_30_year,69,57.9036,62.5145,74.9579,13.1298,764.5212
managed pine production forest,short_30_year,70,59.2419,62.5279,73.3398,12.9403,762.8498
managed pine production forest,short_30_year,71,60.5889,62.5414,71.8214,12.7563,761.596
managed pine production forest,short_30_year,72,61.944,62.5549,70.3899,12.5774,760.7093
managed pine production forest,short_30_year,73,63.3063,62.5685,69.0347,12.4031,760.1465
managed pine production forest,short_30_year,74,64.6751,62.5822,67.7468,12.2332,759.8704
managed pine production forest,short_30_year,75,66.0497,62.596,66.5185,12.0674,759.849
managed pine production forest,short_30_year,76,67.4293,62.6098,65.3432,11.9053,760.0545
managed pine production forest,short_30_year,77,68.8132,62.6236,64.2153,11.7469,760.4631
managed pine production forest,short_30_year,78,70.2004,62.6375,63.1302,11.5919,761.0536
managed pine production forest,short_30_year,79,71.5904,62.6514,62.0837,11.4402,761.8077
managed pine production forest,short_30_year,80,72.9824,62.6653,61.0724,11.2915,762.7093
managed pine production forest,short_30_year,81,74.3755,62.6792,60.0933,11.1459,763.744
managed pine production forest,short_30_year,82,75.769,62.6932,59.1437,11.003,764.8992
managed pine production forest,short_30_year,83,77.1621,62.7071,58.2216,10.8629,766.1634
managed pine production forest,short_30_year,84,78.5542,62.721,57.3248,10.7254,767.5264
managed pine production forest,short_30_year,85,79.9444,62.7349,56.4518,10.5905,768.979
managed pine production forest,short_30_year,86,81.332,62.7488,55.6011,10.458,770.5128
managed pine production forest,short_30_year,87,82.7164,62.7626,54.7713,10.3279,772.1202
managed pine production forest,short_30_year,88,84.0969,62.7764,53.9614,10.2001,773.794
managed pine production forest,short_30_year,89,85.4726,62.7902,53.1703,10.0745,775.5277
