citizen_id,age,gender_group,education_level,workforce_group,household_type,innovation_role
2666,29,men,technical,life_support_operators,couple_no_children,innovator
2667,36,nonbinary,bachelor,habitat_builders,family_with_children,producer
2668,43,women,graduate,scientists_and_engineers,shared_household,producer
2669,50,men,secondary,care_education_civic,single,producer
2670,57,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2671,27,women,bachelor,life_support_operators,family_with_children,innovator
2672,34,men,graduate,habitat_builders,shared_household,producer
2673,41,nonbinary,secondary,scientists_and_engineers,single,producer
2674,48,women,technical,care_education_civic,couple_no_children,producer
2675,55,men,bachelor,food_and_resource_producers,family_with_children,producer
2676,25,nonbinary,graduate,life_support_operators,shared_household,innovator
2677,32,women,secondary,habitat_builders,single,producer
2678,39,men,technical,scientists_and_engineers,couple_no_children,producer
2679,46,nonbinary,bachelor,care_education_civic,family_with_children,producer
2680,53,women,graduate,food_and_resource_producers,shared_household,producer
2681,23,men,secondary,life_support_operators,single,innovator
2682,30,nonbinary,technical,habitat_builders,couple_no_children,producer
2683,37,women,bachelor,scientists_and_engineers,family_with_children,producer
2684,44,men,graduate,care_education_civic,shared_household,producer
2685,51,nonbinary,secondary,food_and_resource_producers,single,producer
2686,58,women,technical,life_support_operators,couple_no_children,innovator
2687,28,men,bachelor,habitat_builders,family_with_children,producer
2688,35,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2689,42,women,secondary,care_education_civic,single,producer
2690,49,men,technical,food_and_resource_producers,couple_no_children,producer
2691,56,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2692,26,women,graduate,habitat_builders,shared_household,producer
2693,33,men,secondary,scientists_and_engineers,single,producer
2694,40,nonbinary,technical,care_education_civic,couple_no_children,producer
2695,47,women,bachelor,food_and_resource_producers,family_with_children,producer
2696,54,men,graduate,life_support_operators,shared_household,innovator
2697,24,nonbinary,secondary,habitat_builders,single,producer
2698,31,women,technical,scientists_and_engineers,couple_no_children,producer
2699,38,men,bachelor,care_education_civic,family_with_children,producer
2700,45,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2701,52,women,secondary,life_support_operators,single,innovator
2702,22,men,technical,habitat_builders,couple_no_children,producer
2703,29,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2704,36,women,graduate,care_education_civic,shared_household,producer
2705,43,men,secondary,food_and_resource_producers,single,producer
2706,50,nonbinary,technical,life_support_operators,couple_no_children,innovator
2707,57,women,bachelor,habitat_builders,family_with_children,producer
2708,27,men,graduate,scientists_and_engineers,shared_household,producer
2709,34,nonbinary,secondary,care_education_civic,single,producer
2710,41,women,technical,food_and_resource_producers,couple_no_children,producer
2711,48,men,bachelor,life_support_operators,family_with_children,innovator
2712,55,nonbinary,graduate,habitat_builders,shared_household,producer
2713,25,women,secondary,scientists_and_engineers,single,producer
2714,32,men,technical,care_education_civic,couple_no_children,producer
2715,39,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2716,46,women,graduate,life_support_operators,shared_household,innovator
2717,53,men,secondary,habitat_builders,single,producer
2718,23,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2719,30,women,bachelor,care_education_civic,family_with_children,producer
2720,37,men,graduate,food_and_resource_producers,shared_household,producer
2721,44,nonbinary,secondary,life_support_operators,single,innovator
2722,51,women,technical,habitat_builders,couple_no_children,producer
2723,58,men,bachelor,scientists_and_engineers,family_with_children,producer
2724,28,nonbinary,graduate,care_education_civic,shared_household,producer
2725,35,women,secondary,food_and_resource_producers,single,producer
2726,42,men,technical,life_support_operators,couple_no_children,innovator
2727,49,nonbinary,bachelor,habitat_builders,family_with_children,producer
2728,56,women,graduate,scientists_and_engineers,shared_household,producer
2729,26,men,secondary,care_education_civic,single,producer
2730,33,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2731,40,women,bachelor,life_support_operators,family_with_children,innovator
2732,47,men,graduate,habitat_builders,shared_household,producer
2733,54,nonbinary,secondary,scientists_and_engineers,single,producer
2734,24,women,technical,care_education_civic,couple_no_children,producer
2735,31,men,bachelor,food_and_resource_producers,family_with_children,producer
2736,38,nonbinary,graduate,life_support_operators,shared_household,innovator
2737,45,women,secondary,habitat_builders,single,producer
2738,52,men,technical,scientists_and_engineers,couple_no_children,producer
2739,22,nonbinary,bachelor,care_education_civic,family_with_children,producer
2740,29,women,graduate,food_and_resource_producers,shared_household,producer
2741,36,men,secondary,life_support_operators,single,innovator
2742,43,nonbinary,technical,habitat_builders,couple_no_children,producer
2743,50,women,bachelor,scientists_and_engineers,family_with_children,producer
2744,57,men,graduate,care_education_civic,shared_household,producer
2745,27,nonbinary,secondary,food_and_resource_producers,single,producer
2746,34,women,technical,life_support_operators,couple_no_children,innovator
2747,41,men,bachelor,habitat_builders,family_with_children,producer
2748,48,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2749,55,women,secondary,care_education_civic,single,producer
2750,25,men,technical,food_and_resource_producers,couple_no_children,producer
2751,32,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2752,39,women,graduate,habitat_builders,shared_household,producer
2753,46,men,secondary,scientists_and_engineers,single,producer
2754,53,nonbinary,technical,care_education_civic,couple_no_children,producer
2755,23,women,bachelor,food_and_resource_producers,family_with_children,producer
2756,30,men,graduate,life_support_operators,shared_household,innovator
2757,37,nonbinary,secondary,habitat_builders,single,producer
2758,44,women,technical,scientists_and_engineers,couple_no_children,producer
2759,51,men,bachelor,care_education_civic,family_with_children,producer
2760,58,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2761,28,women,secondary,life_support_operators,single,innovator
2762,35,men,technical,habitat_builders,couple_no_children,producer
2763,42,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2764,49,women,graduate,care_education_civic,shared_household,producer
2765,56,men,secondary,food_and_resource_producers,single,producer
2766,26,nonbinary,technical,life_support_operators,couple_no_children,innovator
2767,33,women,bachelor,habitat_builders,family_with_children,producer
2768,40,men,graduate,scientists_and_engineers,shared_household,producer
2769,47,nonbinary,secondary,care_education_civic,single,producer
2770,54,women,technical,food_and_resource_producers,couple_no_children,producer
2771,24,men,bachelor,life_support_operators,family_with_children,innovator
2772,31,nonbinary,graduate,habitat_builders,shared_household,producer
2773,38,women,secondary,scientists_and_engineers,single,producer
2774,45,men,technical,care_education_civic,couple_no_children,producer
2775,52,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2776,22,women,graduate,life_support_operators,shared_household,innovator
2777,29,men,secondary,habitat_builders,single,producer
2778,36,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2779,43,women,bachelor,care_education_civic,family_with_children,producer
2780,50,men,graduate,food_and_resource_producers,shared_household,producer
2781,57,nonbinary,secondary,life_support_operators,single,innovator
2782,27,women,technical,habitat_builders,couple_no_children,producer
2783,34,men,bachelor,scientists_and_engineers,family_with_children,producer
2784,41,nonbinary,graduate,care_education_civic,shared_household,producer
2785,48,women,secondary,food_and_resource_producers,single,producer
2786,55,men,technical,life_support_operators,couple_no_children,innovator
2787,25,nonbinary,bachelor,habitat_builders,family_with_children,producer
2788,32,women,graduate,scientists_and_engineers,shared_household,producer
2789,39,men,secondary,care_education_civic,single,producer
2790,46,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2791,53,women,bachelor,life_support_operators,family_with_children,innovator
2792,23,men,graduate,habitat_builders,shared_household,producer
2793,30,nonbinary,secondary,scientists_and_engineers,single,producer
2794,37,women,technical,care_education_civic,couple_no_children,producer
2795,44,men,bachelor,food_and_resource_producers,family_with_children,producer
2796,51,nonbinary,graduate,life_support_operators,shared_household,innovator
2797,58,women,secondary,habitat_builders,single,producer
2798,28,men,technical,scientists_and_engineers,couple_no_children,producer
2799,35,nonbinary,bachelor,care_education_civic,family_with_children,producer
2800,42,women,graduate,food_and_resource_producers,shared_household,producer
2801,49,men,secondary,life_support_operators,single,innovator
2802,56,nonbinary,technical,habitat_builders,couple_no_children,producer
2803,26,women,bachelor,scientists_and_engineers,family_with_children,producer
