component,kind,units,year,month,month_name,date,value
Lake St. Clair,level_m,meters,2006,4,Apr,2006-04-01,174.88
Lake St. Clair,level_m,meters,2006,5,May,2006-05-01,174.93
Lake St. Clair,level_m,meters,2006,6,Jun,2006-06-01,174.99
Lake St. Clair,level_m,meters,2006,7,Jul,2006-07-01,175.02
Lake St. Clair,level_m,meters,2006,8,Aug,2006-08-01,175.01
Lake St. Clair,level_m,meters,2006,9,Sep,2006-09-01,174.92
Lake St. Clair,level_m,meters,2006,10,Oct,2006-10-01,174.86
Lake St. Clair,level_m,meters,2006,11,Nov,2006-11-01,174.85
Lake St. Clair,level_m,meters,2006,12,Dec,2006-12-01,174.87
Lake St. Clair,level_m,meters,2007,1,Jan,2007-01-01,174.97
Lake St. Clair,level_m,meters,2007,2,Feb,2007-02-01,174.86
Lake St. Clair,level_m,meters,2007,3,Mar,2007-03-01,174.91
Lake St. Clair,level_m,meters,2007,4,Apr,2007-04-01,174.96
Lake St. Clair,level_m,meters,2007,5,May,2007-05-01,175.02
Lake St. Clair,level_m,meters,2007,6,Jun,2007-06-01,174.99
Lake St. Clair,level_m,meters,2007,7,Jul,2007-07-01,174.92
Lake St. Clair,level_m,meters,2007,8,Aug,2007-08-01,174.9
Lake St. Clair,level_m,meters,2007,9,Sep,2007-09-01,174.83
Lake St. Clair,level_m,meters,2007,10,Oct,2007-10-01,174.7
Lake St. Clair,level_m,meters,2007,11,Nov,2007-11-01,174.56
Lake St. Clair,level_m,meters,2007,12,Dec,2007-12-01,174.56
Lake St. Clair,level_m,meters,2008,1,Jan,2008-01-01,174.66
Lake St. Clair,level_m,meters,2008,2,Feb,2008-02-01,174.85
Lake St. Clair,level_m,meters,2008,3,Mar,2008-03-01,174.88
Lake St. Clair,level_m,meters,2008,4,Apr,2008-04-01,174.99
Lake St. Clair,level_m,meters,2008,5,May,2008-05-01,175.0
Lake St. Clair,level_m,meters,2008,6,Jun,2008-06-01,175.05
Lake St. Clair,level_m,meters,2008,7,Jul,2008-07-01,175.12
Lake St. Clair,level_m,meters,2008,8,Aug,2008-08-01,175.05
Lake St. Clair,level_m,meters,2008,9,Sep,2008-09-01,175.01
Lake St. Clair,level_m,meters,2008,10,Oct,2008-10-01,174.85
Lake St. Clair,level_m,meters,2008,11,Nov,2008-11-01,174.77
Lake St. Clair,level_m,meters,2008,12,Dec,2008-12-01,174.81
Lake St. Clair,level_m,meters,2009,1,Jan,2009-01-01,174.94
Lake St. Clair,level_m,meters,2009,2,Feb,2009-02-01,174.96
Lake St. Clair,level_m,meters,2009,3,Mar,2009-03-01,175.06
Lake St. Clair,level_m,meters,2009,4,Apr,2009-04-01,175.14
Lake St. Clair,level_m,meters,2009,5,May,2009-05-01,175.2
Lake St. Clair,level_m,meters,2009,6,Jun,2009-06-01,175.25
Lake St. Clair,level_m,meters,2009,7,Jul,2009-07-01,175.24
Lake St. Clair,level_m,meters,2009,8,Aug,2009-08-01,175.2
Lake St. Clair,level_m,meters,2009,9,Sep,2009-09-01,175.13
Lake St. Clair,level_m,meters,2009,10,Oct,2009-10-01,174.99
Lake St. Clair,level_m,meters,2009,11,Nov,2009-11-01,174.94
Lake St. Clair,level_m,meters,2009,12,Dec,2009-12-01,174.87
Lake St. Clair,level_m,meters,2010,1,Jan,2010-01-01,174.74
Lake St. Clair,level_m,meters,2010,2,Feb,2010-02-01,174.44
Lake St. Clair,level_m,meters,2010,3,Mar,2010-03-01,174.76
Lake St. Clair,level_m,meters,2010,4,Apr,2010-04-01,174.9
Lake St. Clair,level_m,meters,2010,5,May,2010-05-01,174.98
Lake St. Clair,level_m,meters,2010,6,Jun,2010-06-01,175.08
Lake St. Clair,level_m,meters,2010,7,Jul,2010-07-01,175.09
Lake St. Clair,level_m,meters,2010,8,Aug,2010-08-01,175.05
Lake St. Clair,level_m,meters,2010,9,Sep,2010-09-01,174.92
Lake St. Clair,level_m,meters,2010,10,Oct,2010-10-01,174.85
Lake St. Clair,level_m,meters,2010,11,Nov,2010-11-01,174.72
Lake St. Clair,level_m,meters,2010,12,Dec,2010-12-01,174.7
Lake St. Clair,level_m,meters,2011,1,Jan,2011-01-01,174.48
Lake St. Clair,level_m,meters,2011,2,Feb,2011-02-01,174.5
Lake St. Clair,level_m,meters,2011,3,Mar,2011-03-01,174.67
Lake St. Clair,level_m,meters,2011,4,Apr,2011-04-01,174.89
Lake St. Clair,level_m,meters,2011,5,May,2011-05-01,175.15
Lake St. Clair,level_m,meters,2011,6,Jun,2011-06-01,175.22
Lake St. Clair,level_m,meters,2011,7,Jul,2011-07-01,175.21
Lake St. Clair,level_m,meters,2011,8,Aug,2011-08-01,175.16
Lake St. Clair,level_m,meters,2011,9,Sep,2011-09-01,175.08
Lake St. Clair,level_m,meters,2011,10,Oct,2011-10-01,175.02
Lake St. Clair,level_m,meters,2011,11,Nov,2011-11-01,174.95
Lake St. Clair,level_m,meters,2011,12,Dec,2011-12-01,175.08
Lake St. Clair,level_m,meters,2012,1,Jan,2012-01-01,175.02
Lake St. Clair,level_m,meters,2012,2,Feb,2012-02-01,174.99
Lake St. Clair,level_m,meters,2012,3,Mar,2012-03-01,174.99
Lake St. Clair,level_m,meters,2012,4,Apr,2012-04-01,174.99
Lake St. Clair,level_m,meters,2012,5,May,2012-05-01,174.98
Lake St. Clair,level_m,meters,2012,6,Jun,2012-06-01,174.98
Lake St. Clair,level_m,meters,2012,7,Jul,2012-07-01,174.94
Lake St. Clair,level_m,meters,2012,8,Aug,2012-08-01,174.85
Lake St. Clair,level_m,meters,2012,9,Sep,2012-09-01,174.75
Lake St. Clair,level_m,meters,2012,10,Oct,2012-10-01,174.6
Lake St. Clair,level_m,meters,2012,11,Nov,2012-11-01,174.59
Lake St. Clair,level_m,meters,2012,12,Dec,2012-12-01,174.54
Lake St. Clair,level_m,meters,2013,1,Jan,2013-01-01,174.52
Lake St. Clair,level_m,meters,2013,2,Feb,2013-02-01,174.54
Lake St. Clair,level_m,meters,2013,3,Mar,2013-03-01,174.64
Lake St. Clair,level_m,meters,2013,4,Apr,2013-04-01,174.75
Lake St. Clair,level_m,meters,2013,5,May,2013-05-01,174.84
Lake St. Clair,level_m,meters,2013,6,Jun,2013-06-01,174.99
Lake St. Clair,level_m,meters,2013,7,Jul,2013-07-01,175.1
Lake St. Clair,level_m,meters,2013,8,Aug,2013-08-01,175.02
Lake St. Clair,level_m,meters,2013,9,Sep,2013-09-01,174.96
Lake St. Clair,level_m,meters,2013,10,Oct,2013-10-01,174.85
Lake St. Clair,level_m,meters,2013,11,Nov,2013-11-01,174.79
Lake St. Clair,level_m,meters,2013,12,Dec,2013-12-01,174.79
Lake St. Clair,level_m,meters,2014,1,Jan,2014-01-01,174.68
Lake St. Clair,level_m,meters,2014,2,Feb,2014-02-01,174.61
Lake St. Clair,level_m,meters,2014,3,Mar,2014-03-01,174.79
Lake St. Clair,level_m,meters,2014,4,Apr,2014-04-01,174.96
Lake St. Clair,level_m,meters,2014,5,May,2014-05-01,175.13
Lake St. Clair,level_m,meters,2014,6,Jun,2014-06-01,175.21
Lake St. Clair,level_m,meters,2014,7,Jul,2014-07-01,175.26
Lake St. Clair,level_m,meters,2014,8,Aug,2014-08-01,175.27
Lake St. Clair,level_m,meters,2014,9,Sep,2014-09-01,175.26
Lake St. Clair,level_m,meters,2014,10,Oct,2014-10-01,175.18
Lake St. Clair,level_m,meters,2014,11,Nov,2014-11-01,175.1
Lake St. Clair,level_m,meters,2014,12,Dec,2014-12-01,175.13
Lake St. Clair,level_m,meters,2015,1,Jan,2015-01-01,174.95
Lake St. Clair,level_m,meters,2015,2,Feb,2015-02-01,174.74
Lake St. Clair,level_m,meters,2015,3,Mar,2015-03-01,174.94
Lake St. Clair,level_m,meters,2015,4,Apr,2015-04-01,175.17
Lake St. Clair,level_m,meters,2015,5,May,2015-05-01,175.22
Lake St. Clair,level_m,meters,2015,6,Jun,2015-06-01,175.44
Lake St. Clair,level_m,meters,2015,7,Jul,2015-07-01,175.56
Lake St. Clair,level_m,meters,2015,8,Aug,2015-08-01,175.48
Lake St. Clair,level_m,meters,2015,9,Sep,2015-09-01,175.42
Lake St. Clair,level_m,meters,2015,10,Oct,2015-10-01,175.26
Lake St. Clair,level_m,meters,2015,11,Nov,2015-11-01,175.12
Lake St. Clair,level_m,meters,2015,12,Dec,2015-12-01,175.12
Lake St. Clair,level_m,meters,2016,1,Jan,2016-01-01,175.18
Lake St. Clair,level_m,meters,2016,2,Feb,2016-02-01,175.17
Lake St. Clair,level_m,meters,2016,3,Mar,2016-03-01,175.32
Lake St. Clair,level_m,meters,2016,4,Apr,2016-04-01,175.49
Lake St. Clair,level_m,meters,2016,5,May,2016-05-01,175.5
Lake St. Clair,level_m,meters,2016,6,Jun,2016-06-01,175.51
Lake St. Clair,level_m,meters,2016,7,Jul,2016-07-01,175.49
Lake St. Clair,level_m,meters,2016,8,Aug,2016-08-01,175.46
Lake St. Clair,level_m,meters,2016,9,Sep,2016-09-01,175.41
Lake St. Clair,level_m,meters,2016,10,Oct,2016-10-01,175.32
Lake St. Clair,level_m,meters,2016,11,Nov,2016-11-01,175.19
Lake St. Clair,level_m,meters,2016,12,Dec,2016-12-01,175.12
Lake St. Clair,level_m,meters,2017,1,Jan,2017-01-01,175.19
Lake St. Clair,level_m,meters,2017,2,Feb,2017-02-01,175.22
Lake St. Clair,level_m,meters,2017,3,Mar,2017-03-01,175.29
Lake St. Clair,level_m,meters,2017,4,Apr,2017-04-01,175.47
Lake St. Clair,level_m,meters,2017,5,May,2017-05-01,175.61
Lake St. Clair,level_m,meters,2017,6,Jun,2017-06-01,175.64
Lake St. Clair,level_m,meters,2017,7,Jul,2017-07-01,175.7
Lake St. Clair,level_m,meters,2017,8,Aug,2017-08-01,175.66
Lake St. Clair,level_m,meters,2017,9,Sep,2017-09-01,175.58
Lake St. Clair,level_m,meters,2017,10,Oct,2017-10-01,175.46
Lake St. Clair,level_m,meters,2017,11,Nov,2017-11-01,175.44
Lake St. Clair,level_m,meters,2017,12,Dec,2017-12-01,175.36
Lake St. Clair,level_m,meters,2018,1,Jan,2018-01-01,175.24
Lake St. Clair,level_m,meters,2018,2,Feb,2018-02-01,175.32
Lake St. Clair,level_m,meters,2018,3,Mar,2018-03-01,175.51
Lake St. Clair,level_m,meters,2018,4,Apr,2018-04-01,175.6
Lake St. Clair,level_m,meters,2018,5,May,2018-05-01,175.68
Lake St. Clair,level_m,meters,2018,6,Jun,2018-06-01,175.72
Lake St. Clair,level_m,meters,2018,7,Jul,2018-07-01,175.71
Lake St. Clair,level_m,meters,2018,8,Aug,2018-08-01,175.64
Lake St. Clair,level_m,meters,2018,9,Sep,2018-09-01,175.62
Lake St. Clair,level_m,meters,2018,10,Oct,2018-10-01,175.52
Lake St. Clair,level_m,meters,2018,11,Nov,2018-11-01,175.5
Lake St. Clair,level_m,meters,2018,12,Dec,2018-12-01,175.47
Lake St. Clair,level_m,meters,2019,1,Jan,2019-01-01,175.41
Lake St. Clair,level_m,meters,2019,2,Feb,2019-02-01,175.41
Lake St. Clair,level_m,meters,2019,3,Mar,2019-03-01,175.56
Lake St. Clair,level_m,meters,2019,4,Apr,2019-04-01,175.7
Lake St. Clair,level_m,meters,2019,5,May,2019-05-01,175.89
Lake St. Clair,level_m,meters,2019,6,Jun,2019-06-01,175.99
Lake St. Clair,level_m,meters,2019,7,Jul,2019-07-01,176.04
Lake St. Clair,level_m,meters,2019,8,Aug,2019-08-01,175.96
Lake St. Clair,level_m,meters,2019,9,Sep,2019-09-01,175.86
Lake St. Clair,level_m,meters,2019,10,Oct,2019-10-01,175.77
Lake St. Clair,level_m,meters,2019,11,Nov,2019-11-01,175.71
Lake St. Clair,level_m,meters,2019,12,Dec,2019-12-01,175.68
Lake St. Clair,level_m,meters,2020,1,Jan,2020-01-01,175.8
Lake St. Clair,level_m,meters,2020,2,Feb,2020-02-01,175.79
Lake St. Clair,level_m,meters,2020,3,Mar,2020-03-01,175.83
Lake St. Clair,level_m,meters,2020,4,Apr,2020-04-01,175.91
Lake St. Clair,level_m,meters,2020,5,May,2020-05-01,175.98
Lake St. Clair,level_m,meters,2020,6,Jun,2020-06-01,176.02
Lake St. Clair,level_m,meters,2020,7,Jul,2020-07-01,176.03
Lake St. Clair,level_m,meters,2020,8,Aug,2020-08-01,175.97
Lake St. Clair,level_m,meters,2020,9,Sep,2020-09-01,175.88
Lake St. Clair,level_m,meters,2020,10,Oct,2020-10-01,175.74
Lake St. Clair,level_m,meters,2020,11,Nov,2020-11-01,175.65
Lake St. Clair,level_m,meters,2020,12,Dec,2020-12-01,175.63
Lake St. Clair,level_m,meters,2021,1,Jan,2021-01-01,175.62
Lake St. Clair,level_m,meters,2021,2,Feb,2021-02-01,175.47
Lake St. Clair,level_m,meters,2021,3,Mar,2021-03-01,175.54
Lake St. Clair,level_m,meters,2021,4,Apr,2021-04-01,175.54
Lake St. Clair,level_m,meters,2021,5,May,2021-05-01,175.57
Lake St. Clair,level_m,meters,2021,6,Jun,2021-06-01,175.62
Lake St. Clair,level_m,meters,2021,7,Jul,2021-07-01,175.73
Lake St. Clair,level_m,meters,2021,8,Aug,2021-08-01,175.71
Lake St. Clair,level_m,meters,2021,9,Sep,2021-09-01,175.64
Lake St. Clair,level_m,meters,2021,10,Oct,2021-10-01,175.61
Lake St. Clair,level_m,meters,2021,11,Nov,2021-11-01,175.48
Lake St. Clair,level_m,meters,2021,12,Dec,2021-12-01,175.42
Lake St. Clair,level_m,meters,2022,1,Jan,2022-01-01,175.32
Lake St. Clair,level_m,meters,2022,2,Feb,2022-02-01,175.07
Lake St. Clair,level_m,meters,2022,3,Mar,2022-03-01,175.32
Lake St. Clair,level_m,meters,2022,4,Apr,2022-04-01,175.4
Lake St. Clair,level_m,meters,2022,5,May,2022-05-01,175.5
Lake St. Clair,level_m,meters,2022,6,Jun,2022-06-01,175.55
Lake St. Clair,level_m,meters,2022,7,Jul,2022-07-01,175.53
Lake St. Clair,level_m,meters,2022,8,Aug,2022-08-01,175.5
Lake St. Clair,level_m,meters,2022,9,Sep,2022-09-01,175.41
Lake St. Clair,level_m,meters,2022,10,Oct,2022-10-01,175.25
Lake St. Clair,level_m,meters,2022,11,Nov,2022-11-01,175.14
Lake St. Clair,level_m,meters,2022,12,Dec,2022-12-01,175.12
Detroit River,flow_cms,cubic meters per second,2008,10,Oct,2008-10-01,5292.418119972644
Detroit River,flow_cms,cubic meters per second,2008,11,Nov,2008-11-01,5303.744857522077
Detroit River,flow_cms,cubic meters per second,2008,12,Dec,2008-12-01,5142.338847442655
Detroit River,flow_cms,cubic meters per second,2009,1,Jan,2009-01-01,4833.685249220601
Detroit River,flow_cms,cubic meters per second,2009,2,Feb,2009-02-01,5292.418119972644
Detroit River,flow_cms,cubic meters per second,2009,3,Mar,2009-03-01,5555.764767996965
Detroit River,flow_cms,cubic meters per second,2009,4,Apr,2009-04-01,5490.636027087724
Detroit River,flow_cms,cubic meters per second,2009,5,May,2009-05-01,5459.487498826783
Detroit River,flow_cms,cubic meters per second,2009,6,Jun,2009-06-01,5561.428136771681
Detroit River,flow_cms,cubic meters per second,2009,7,Jul,2009-07-01,5470.814236376216
Detroit River,flow_cms,cubic meters per second,2009,8,Aug,2009-08-01,5459.487498826783
Detroit River,flow_cms,cubic meters per second,2009,9,Sep,2009-09-01,5445.3290768899915
Detroit River,flow_cms,cubic meters per second,2009,10,Oct,2009-10-01,5612.398455744131
Detroit River,flow_cms,cubic meters per second,2009,11,Nov,2009-11-01,5615.230140131489
Detroit River,flow_cms,cubic meters per second,2009,12,Dec,2009-12-01,5456.655814439425
Detroit River,flow_cms,cubic meters per second,2010,1,Jan,2010-01-01,4828.021880445885
Detroit River,flow_cms,cubic meters per second,2010,2,Feb,2010-02-01,4125.764152381028
Detroit River,flow_cms,cubic meters per second,2010,3,Mar,2010-03-01,5230.1210634507615
Detroit River,flow_cms,cubic meters per second,2010,4,Apr,2010-04-01,5244.279485387553
Detroit River,flow_cms,cubic meters per second,2010,5,May,2010-05-01,5244.279485387553
Detroit River,flow_cms,cubic meters per second,2010,6,Jun,2010-06-01,5190.477482027745
Detroit River,flow_cms,cubic meters per second,2010,7,Jul,2010-07-01,5292.418119972644
Detroit River,flow_cms,cubic meters per second,2010,8,Aug,2010-08-01,5184.814113253029
Detroit River,flow_cms,cubic meters per second,2010,9,Sep,2010-09-01,5269.764644873778
Detroit River,flow_cms,cubic meters per second,2010,10,Oct,2010-10-01,5351.8834921071675
Detroit River,flow_cms,cubic meters per second,2010,11,Nov,2010-11-01,5145.170531830013
Detroit River,flow_cms,cubic meters per second,2010,12,Dec,2010-12-01,5009.2496812368145
Detroit River,flow_cms,cubic meters per second,2011,1,Jan,2011-01-01,4332.477112658184
Detroit River,flow_cms,cubic meters per second,2011,2,Feb,2011-02-01,4020.9918300487716
Detroit River,flow_cms,cubic meters per second,2011,3,Mar,2011-03-01,4808.200089734376
Detroit River,flow_cms,cubic meters per second,2011,4,Apr,2011-04-01,5099.86358163228
Detroit River,flow_cms,cubic meters per second,2011,5,May,2011-05-01,5300.913173134719
Detroit River,flow_cms,cubic meters per second,2011,6,Jun,2011-06-01,5337.725070170376
Detroit River,flow_cms,cubic meters per second,2011,7,Jul,2011-07-01,5272.596329261136
Detroit River,flow_cms,cubic meters per second,2011,8,Aug,2011-08-01,5179.150744478312
Detroit River,flow_cms,cubic meters per second,2011,9,Sep,2011-09-01,5309.408226296793
Detroit River,flow_cms,cubic meters per second,2011,10,Oct,2011-10-01,5320.7349638462265
Detroit River,flow_cms,cubic meters per second,2011,11,Nov,2011-11-01,5309.408226296793
Detroit River,flow_cms,cubic meters per second,2011,12,Dec,2011-12-01,5400.022126692259
Detroit River,flow_cms,cubic meters per second,2012,1,Jan,2012-01-01,5170.655691316238
Detroit River,flow_cms,cubic meters per second,2012,2,Feb,2012-02-01,5281.09138242321
Detroit River,flow_cms,cubic meters per second,2012,3,Mar,2012-03-01,5051.724947047189
Detroit River,flow_cms,cubic meters per second,2012,4,Apr,2012-04-01,5167.8240069288795
Detroit River,flow_cms,cubic meters per second,2012,5,May,2012-05-01,5006.417996849456
Detroit River,flow_cms,cubic meters per second,2012,6,Jun,2012-06-01,5017.74473439889
Detroit River,flow_cms,cubic meters per second,2012,7,Jul,2012-07-01,4966.77441542644
Detroit River,flow_cms,cubic meters per second,2012,8,Aug,2012-08-01,4876.160515030975
Detroit River,flow_cms,cubic meters per second,2012,9,Sep,2012-09-01,4842.180302382676
Detroit River,flow_cms,cubic meters per second,2012,10,Oct,2012-10-01,4901.6456745172
Detroit River,flow_cms,cubic meters per second,2012,11,Nov,2012-11-01,4785.54661463551
Detroit River,flow_cms,cubic meters per second,2012,12,Dec,2012-12-01,4706.259451789478
Detroit River,flow_cms,cubic meters per second,2013,1,Jan,2013-01-01,4219.209737163852
Detroit River,flow_cms,cubic meters per second,2013,2,Feb,2013-02-01,4222.04142155121
Detroit River,flow_cms,cubic meters per second,2013,3,Mar,2013-03-01,4740.239664437778
Detroit River,flow_cms,cubic meters per second,2013,4,Apr,2013-04-01,4952.615993489649
Detroit River,flow_cms,cubic meters per second,2013,5,May,2013-05-01,4944.120940327574
Detroit River,flow_cms,cubic meters per second,2013,6,Jun,2013-06-01,5148.002216217371
Detroit River,flow_cms,cubic meters per second,2013,7,Jul,2013-07-01,5037.566525110397
Detroit River,flow_cms,cubic meters per second,2013,8,Aug,2013-08-01,4938.457571552857
Detroit River,flow_cms,cubic meters per second,2013,9,Sep,2013-09-01,5071.546737758697
Detroit River,flow_cms,cubic meters per second,2013,10,Oct,2013-10-01,5097.031897244922
Detroit River,flow_cms,cubic meters per second,2013,11,Nov,2013-11-01,5281.09138242321
Detroit River,flow_cms,cubic meters per second,2013,12,Dec,2013-12-01,5221.626010288686
Detroit River,flow_cms,cubic meters per second,2014,1,Jan,2014-01-01,4241.863212262719
Detroit River,flow_cms,cubic meters per second,2014,2,Feb,2014-02-01,4207.882999614419
Detroit River,flow_cms,cubic meters per second,2014,3,Mar,2014-03-01,5091.368528470205
Detroit River,flow_cms,cubic meters per second,2014,4,Apr,2014-04-01,5408.517179854333
Detroit River,flow_cms,cubic meters per second,2014,5,May,2014-05-01,5507.6261334118735
Detroit River,flow_cms,cubic meters per second,2014,6,Jun,2014-06-01,5652.042037167147
Detroit River,flow_cms,cubic meters per second,2014,7,Jul,2014-07-01,5643.546984005072
Detroit River,flow_cms,cubic meters per second,2014,8,Aug,2014-08-01,5595.408349419981
Detroit River,flow_cms,cubic meters per second,2014,9,Sep,2014-09-01,5739.824253175254
Detroit River,flow_cms,cubic meters per second,2014,10,Oct,2014-10-01,5977.68574171335
Detroit River,flow_cms,cubic meters per second,2014,11,Nov,2014-11-01,5977.68574171335
Detroit River,flow_cms,cubic meters per second,2014,12,Dec,2014-12-01,6218.378914638804
Detroit River,flow_cms,cubic meters per second,2015,1,Jan,2015-01-01,5111.190319181714
Detroit River,flow_cms,cubic meters per second,2015,2,Feb,2015-02-01,4471.22964763874
Detroit River,flow_cms,cubic meters per second,2015,3,Mar,2015-03-01,5844.59657550751
Detroit River,flow_cms,cubic meters per second,2015,4,Apr,2015-04-01,6376.9532403308685
Detroit River,flow_cms,cubic meters per second,2015,5,May,2015-05-01,5855.923313056944
Detroit River,flow_cms,cubic meters per second,2015,6,Jun,2015-06-01,6226.87396780088
Detroit River,flow_cms,cubic meters per second,2015,7,Jul,2015-07-01,6003.1709011995745
